title,date,comment_count,content_size
"Пока мы спасали людей, парни стояли и равнодушно снимали все на телефон","17 мая 2019, 09:50",29,5361
Не всем мужчинам нравятся женщины с большим торсом и круглыми ягодицами,"17 мая 2019, 09:32",8,2340
"'Надеюсь, эта трибуна не только для женщин...' В Нур-Султан приехала влиятельная особа","16 мая 2019, 19:19",29,6794
Казахские тои - внутренний чемпионат по демонстрации понтов,"15 мая 2019, 13:31",9,12659
"'Один испугался и убежал, а Эдуард остался...' История о герое, погибшем от рук приговоренных к смерти","15 мая 2019, 11:22",38,7218
'Нас называют бедняцким районом'. Как живут люди на 187-й улице Нур-Султана,"14 мая 2019, 18:17",57,5819
О везении и терпеливой аульной апашке,"14 мая 2019, 14:34",,2127
Не последние герои. Прямо сейчас в Казахстане происходит что-то важное,"13 мая 2019, 13:35",14,1655
Обзор рынков: начало битвы тарифов,"13 мая 2019, 12:24",1,10784
"Мухаметжан Тынышбаев: Жизнь, принадлежащая народу","13 мая 2019, 10:06",3,3055
"300 тысяч тенге за вызов скорой помощи. Неотложка в Китае, Швейцарии и Казахстане","13 мая 2019, 08:23",58,4224
Как казахи решали вопрос с недвижимостью,"10 мая 2019, 17:38",5,8232
'Я должен хранить тайну'. История одного контрразведчика,"10 мая 2019, 12:56",19,7197
Мой дед воевал за Харьков. ​Не умер. Героем не был. Но таких казахов тысячи,"09 мая 2019, 10:13",6,2642
'Бредовая идея превосходства одной расы над другой'. Против чего сражались казахстанцы в ВОВ,"09 мая 2019, 08:30",9,8183
"Доктор, у меня 'там' болит. Почему все стесняются проктолога и когда к нему надо обращаться","08 мая 2019, 14:44",4,13499
Талгат Мусабаев: Мы с Онегиным будто всегда остаемся молоды,"08 мая 2019, 12:09",6,6348
Кто придумал гольф и бросание букета невесты? Как казахи кости метали,"08 мая 2019, 10:35",4,7396
Мы разделились на бедных и богатых. Кто будет защищать нашу страну завтра? ,"07 мая 2019, 11:04",45,5058
'За спойлер - в бан'. Почему для нас так важны фильмы и сериалы?,"06 мая 2019, 08:33",7,5602
"'Россияне специально прилетели во Францию, чтобы услышать нас'. Они познакомили мир с казахской музыкой","04 мая 2019, 16:07",3,4071
Пора к эндокринологу? 12 признаков проблем с щитовидкой,"04 мая 2019, 08:17",17,8436
Сладкие войны Нур-Султана: санитарные врачи vs Happy Cake,"03 мая 2019, 14:55",43,6114
Как казахи невест провожали - Келін түсіру,"03 мая 2019, 10:36",2,10386
"Когда я попал в тюрьму, друзей у меня не стало","03 мая 2019, 08:23",29,7242
" 'Спорим, вы никогда не видели казаха'. Как я встретил Джуда Лоу и Токаева в Нью-Йорке","02 мая 2019, 10:50",,3746
Из сварщика в парикмахеры. Они рискнули и кардинально сменили профессию,"30 апреля 2019, 12:17",18,8037
'Поморгайте и выпейте чаю'. Офтальмолог дал рекомендации детям и офисным работникам,"29 апреля 2019, 10:32",4,12085
"Китайский брат 'Сергека', или Что нужно знать о дорогах на родине Джеки Чана","27 апреля 2019, 12:00",14,4111
"Благодаря таким, как она, французы живут до 100 лет. Чем занимается казахстанский ученый в Европе","26 апреля 2019, 20:58",23,5818
'А мне плов не понравился'. С такой мыслью я покидала Узбекистан,"26 апреля 2019, 12:54",50,5829
'Как я снималась с Кирой Найтли и работала в лондонском театре' - дочь Марата Бисенгалиева,"26 апреля 2019, 08:22",4,6076
Торегельды Шарманов: Главная задача - забота о здоровье граждан,"25 апреля 2019, 10:24",3,7655
Бырганым Айтимова о Зеленском: 'Он мне должен за небольшой моральный ущерб',"24 апреля 2019, 17:19",41,4251
'Охота послать всех с их жалобами и болезнями' - о врачебном выгорании,"24 апреля 2019, 10:21",23,2602
'Я взяла ипотеку под минимальный процент'. Личный опыт финансового консультанта,"24 апреля 2019, 08:17",21,14459
Самое эмоциональное событие с участием Назарбаева,"23 апреля 2019, 18:48",33,4314
Как казахи провожали невесту - Қыз ұзату,"23 апреля 2019, 11:34",6,10922
"'Я такая беспокойная, лучше его провожу'. Почему родители боятся отпускать детей одних","23 апреля 2019, 08:27",14,8752
Онлайн-кредит алуда неге назар аудару керек - Заңгер кеңестері,"22 апреля 2019, 14:23",3,5162
Как мужчина с протезом ноги научился вести полноценную жизнь,"22 апреля 2019, 10:00",4,5387
"'Знаете, скольких мы вызволили из тюрьмы?' О чем переживают казахстанские дипломаты в Китае","22 апреля 2019, 08:33",17,7937
Она стороной обходит всех неблагополучных людей. История девочки из Нур-Султана,"19 апреля 2019, 17:34",21,6445
Вы давно меняли свой пароль? Как искусственный интеллект стоит на страже ваших финансов,"19 апреля 2019, 09:00",,8818
'2 дня отпуска в год'. Особенности работы в Китае,"19 апреля 2019, 08:27",28,4628
"Piano-piano. Пять полезных вещей, которым я научилась в Италии","18 апреля 2019, 10:49",5,5782
'Полежать мы всегда успеем'. Алексей Цой о санаториях и правильном отпуске,"18 апреля 2019, 09:11",3,9990
"'Не хожу на работу, но зарабатываю'. Как казахстанец получает пассивный доход?","18 апреля 2019, 08:22",17,6527
Марк + Улан  = Маргулан. Как усыновленные казахстанские дети живут во Франции,"17 апреля 2019, 17:34",14,4754
Креативная и открытая нация через осмысление позитивного исторического опыта,"17 апреля 2019, 10:17",1,3704
Новый Узбекистан. Что интересного происходит в соседней стране,"17 апреля 2019, 08:37",43,8272
"'Знакомые сказали, приезжай в Астану, у нас вагончик есть'. Дворники Нур-Султана","16 апреля 2019, 18:47",48,7844
'Разведенный мужчина' и 'брошенка'. 8 предрассудков о разводе,"16 апреля 2019, 12:43",14,9031
"Нефть поднялась выше 70 долларов, Pinterest выпускает акции - обзор рынков","15 апреля 2019, 17:04",4,10003
Игры Зеленского и Порошенко: Обстановка в Украине глазами казахского журналиста,"15 апреля 2019, 14:30",22,11911
"Пашешь сутками, а получаешь все ту же маленькую зарплату","12 апреля 2019, 17:43",26,6454
"'Скажите казахстанской молодежи, чтобы не идеализировали Запад'. Разговор с жителем Парижа","12 апреля 2019, 16:54",58,6406
Боюсь равнодушных алматинцев,"11 апреля 2019, 12:15",9,2823
Что за человек президент? Психологический портрет,"11 апреля 2019, 08:21",14,5226
'Я был здесь вторым казахом после Мустафы Шокая'. В 70-х он приехал во Францию и остался там жить,"10 апреля 2019, 18:32",22,4744
В прошлой жизни я была казашкой - дизайнер Ирина Набоко,"10 апреля 2019, 11:05",10,8774
'В ауле меня называют чудаком'. Как фермер пасет овец через смартфон,"10 апреля 2019, 08:35",,7095
Четыре года назад президентом Казахстана хотели стать сразу 27 человек,"09 апреля 2019, 19:15",27,4621
Как казахи сватались,"09 апреля 2019, 18:54",3,18637
'Лучше один раз шокировать мужа...' Как обращаться с деньгами в семье,"09 апреля 2019, 08:41",13,10194
Откровения врача скорой помощи,"08 апреля 2019, 13:29",33,14750
'В жизни возможно все!' Парень из Костаная создает электрокары в США,"08 апреля 2019, 08:31",29,9453
Казахстанский алхимик. Как алматинец нашел свой философский камень,"05 апреля 2019, 13:22",10,4485
"'Жена пилит, а дети огрызаются'. Мужчина, который устал","05 апреля 2019, 12:03",32,5532
"Казах, который родился в Париже. И он такой не один","04 апреля 2019, 18:24",44,4677
Как казахи суженых искали,"04 апреля 2019, 16:45",6,14182
Мечтаете о своем доме? Как начать строительство и не наделать ошибок,"04 апреля 2019, 11:34",14,2878
"'У меня ничего не получится, потому что я из аула'. Неправда!","04 апреля 2019, 08:27",15,6183
"Думала, что простой девочке из Казахстана нереально приехать в Москву и выиграть","03 апреля 2019, 15:02",3,9797
Почему в поликлиниках очереди?,"03 апреля 2019, 12:18",8,5413
Сколько Казахстан тратит на болашакеров и действительно ли они ценные работники,"02 апреля 2019, 14:28",38,10873
Онлайн - признак бедности?,"02 апреля 2019, 12:52",4,2020
"'Прощай, мой папочка!' Психолог вела дневник, рассказывая о проживании горя","02 апреля 2019, 08:47",11,12935
Счастливый отец-одиночка. Как изменилась жизнь Рысмахана и его дочери Инжу,"01 апреля 2019, 11:23",,4932
Как казахи на свидания ходили,"01 апреля 2019, 10:02",9,9466
Kaspi.kz – сделано в Казахстане с любовью!,"01 апреля 2019, 10:00",77,6476
'Город как квартира'. Каким видит Алматы его главный архитектор,"01 апреля 2019, 08:51",27,12227
По ком плачет Триумфальная арка. История про воду и 600 миллионов тенге,"29 марта 2019, 19:42",53,4271
О врачебных шутках,"29 марта 2019, 17:24",3,1751
Две катастрофы в одном месте. Как вертолеты Ми-8 рухнули с разницей в 11 лет под Кызылордой,"28 марта 2019, 18:16",12,3672
Город N. Добро пожаловать в Нур-Султан,"28 марта 2019, 13:57",3,5007
Как казахи воспитывали девочек,"27 марта 2019, 11:05",9,15787
Как безопасно и быстро похудеть к лету,"27 марта 2019, 10:00",2,4736
Финская материнская коробка. Как выглядят аналоги в России и Казахстане,"27 марта 2019, 08:34",34,5691
"Мать и сын. История, которая началась и закончилась в Астане","26 марта 2019, 18:00",27,9754
"Сначала десерт, потом бешбармак? Как снизить вред от национальных блюд","26 марта 2019, 12:52",2,8920
Улица Токаева. Аул детства нового Президента,"23 марта 2019, 17:07",15,2604
Как я летал на одном самолете с Первым Президентом и что меня больше всего удивило,"23 марта 2019, 15:06",10,3618
Кто ходит в гости по утрам?,"23 марта 2019, 14:33",6,3462
Какой же Наурыз без фишбармака. Нельзя приехать в Атырау и не попробовать это,"22 марта 2019, 17:11",11,1679
Где и что едят в Казахстане? Продуктовая инфографика,"22 марта 2019, 10:00",,1364
"'Мы ждали иностранцев, а не местных жителей'. Экскурсии по Алматы","21 марта 2019, 09:47",7,8084
Почему я переехала в Астану,"20 марта 2019, 19:52",7,4866
Президент Назарбаев. Как все начиналось,"20 марта 2019, 18:05",2,2836
Что писали зарубежные СМИ после решения Назарбаева,"20 марта 2019, 14:13",3,557
Каждое движение ребенка - это цена его независимости,"20 марта 2019, 09:00",2,5633
Самая необычная новость за всю историю Казахстана,"19 марта 2019, 22:04",6,2862
"Первый Президент ушел, но остается","19 марта 2019, 21:51",1,963
"Спасибо, Михалыч!","18 марта 2019, 17:58",10,4395
Не хочу становиться начальником. Но хочу развития и роста зарплаты,"18 марта 2019, 07:47",12,5880
Как казахи выбирали себе пару,"17 марта 2019, 13:55",10,12358
"'Тебя на счетчик поставили?' Отец не верил, что можно добровольно проиграть такие суммы","15 марта 2019, 15:23",38,11398
Почему даже весной бывает депрессия и как ее избежать,"15 марта 2019, 10:00",5,6803
"'Соседи, одолжите авто на неделю'. Цитаты и истории из WhatsApp-чатов Астаны","15 марта 2019, 08:47",10,5259
Казахстанский 'Дурак'. История с общежитием в Астане напоминает сюжет фильма,"14 марта 2019, 14:50",5,3098
Вы уже думаете о пенсии? Задайте самому себе эти 6 вопросов,"14 марта 2019, 08:05",20,6150
"Советы для тех, кому небезразлична наша планета","13 марта 2019, 08:46",5,10828
"Дом с ненормальными условиями. Аким района Астаны о том, кто виноват и что делать","12 марта 2019, 15:01",24,5506
5 мифов от чиновников об изменении назначения земельного участка,"12 марта 2019, 12:14",5,8190
'Я был кайфушей. Хотя почему был?' История игромана и наркомана,"12 марта 2019, 08:34",,7612
Что осталось после людей? Как в Астане исчез целый район,"11 марта 2019, 15:36",22,3080
"Обзор рынков: Китай, США и важная неделя для Brexit","11 марта 2019, 12:23",1,11363
Сверху полетели кирпичи. Дом в центре Астаны буквально трещит по швам,"09 марта 2019, 22:24",54,2718
"'Мы не мужланки, но не такие, как все' - казахстанки в мужских видах спорта","09 марта 2019, 15:35",11,10818
Как казахи невест воровали,"08 марта 2019, 11:40",17,22766
И пришли в Акорду женщины. Такое в Казахстане бывает только раз в году,"07 марта 2019, 19:10",17,3240
Алматинцы оккупировали детские площадки. Рубрика 'Мой руль - мои правила',"07 марта 2019, 12:15",13,2688
"Крик души, или Честный рассказ про то, куда женщины тратят деньги","07 марта 2019, 09:42",14,3256
Как Жансеит Туймебаев попал в общество счастливых матерей и их детей,"06 марта 2019, 17:47",3,5904
'Принеси обед коллеге'. Как правильно питаться в офисе ,"06 марта 2019, 08:40",1,5097
КВН по-казахстански. Как веселые и находчивые с помощью шуток помогли нуждающимся мамам,"05 марта 2019, 18:13",7,7730
Самое удивительное на свете. Кто ответит за смерть вокалиста The Prodigy?,"05 марта 2019, 13:46",1,2923
'Все над нами смеялись'. Как алматинцы открыли единственную кофейню в Алтае,"05 марта 2019, 08:33",48,7676
Новый формат Наурыза предлагает министр Мухамедиулы,"04 марта 2019, 18:28",39,10688
"История про астанинскую семью, в которой родился уже 11 ребенок","04 марта 2019, 18:04",53,6598
Рассказ министерского пиджака,"04 марта 2019, 12:05",8,5019
Обзор рынков: какое влияние окажут заседание в Пекине и решение Банка Англии,"04 марта 2019, 11:45",2,10249
"'Сын, ты уже взрослый...' Что говорить детям о сексе?","04 марта 2019, 08:30",15,15291
Бомжи называют ее мамой. История о человеческом милосердии,"03 марта 2019, 09:05",,4303
Кухня на балконе и туалет над соседской спальней. Дадут узаконить?,"01 марта 2019, 08:32",25,4523
"Мама меня секла в детстве, если я не чистил печку - бывший глава МЧС о том, как избежать трагедий","28 февраля 2019, 13:52",16,5033
Как врачам удается не болеть? Терапевт делится лайфхаками,"28 февраля 2019, 08:43",5,20512
Другой 'Нур Отан'. Такой партии мы еще не видели,"27 февраля 2019, 23:05",44,5583
"Тосты, подарки, кони, машины. О звездной болезни руководителей","27 февраля 2019, 11:53",17,2818
Как укрепить иммунитет перед весной,"27 февраля 2019, 10:00",2,6041
Досаев за рулем Нацбанка. Какое 'наследство' оставил Акишев,"27 февраля 2019, 08:31",9,7803
Аким СКО: Хожу пешком на работу и общаюсь с людьми. Эдакая приемная на дороге,"26 февраля 2019, 16:59",13,17720
Новое правительство Казахстана: Кто есть кто?,"26 февраля 2019, 15:33",13,705
"И Даленов - такой молодой, и зрелый Мамин впереди. Первые впечатления от нового правительства","26 февраля 2019, 11:38",15,2814
Как обжаловать протокольное решение земельной комиссии - ответы эксперта,"26 февраля 2019, 09:35",1,10278
Как на рынках скажутся голосование по Brexit и второй саммит с Северной Кореей,"25 февраля 2019, 15:59",1,8529
Любитель хоккея и коренной астанчанин. Что известно о новом премьере Казахстана,"25 февраля 2019, 14:44",14,4088
"Думал, будет у меня дорогая машина и большой дом, буду счастлив. Оказывается, нет","25 февраля 2019, 09:34",21,12219
'Люди ждут сочувствия и человечности'. Какие задачи стоят перед новым правительством,"22 февраля 2019, 19:49",59,4981
Кресло премьера сейчас выглядит менее предпочтительным этапом для карьеры политиков,"22 февраля 2019, 14:42",7,5803
"За час до отставки правительства. Левый берег молчал, но кое-что там все-таки происходило","22 февраля 2019, 11:07",7,5699
'Качество краткосрочного обучения в Казахстане - на высоком уровне' - Никос Манолопулос,"22 февраля 2019, 09:00",2,5987
'20 тысяч - это достаточно?' Сколько на самом деле казахстанские родители тратят на ребенка,"21 февраля 2019, 08:40",72,1787
Отец-одиночка из Астаны: 'Мне говорили: сдай дочку в дом малютки',"20 февраля 2019, 16:51",,4435
Чем опасно самолечение,"20 февраля 2019, 10:41",9,4284
"Что-то хорошее. Что будет, если сократить негатив в казахстанских СМИ","19 февраля 2019, 14:42",14,5873
"Сказать больному в лицо, сколько ему осталось жить, правильно или нет?","19 февраля 2019, 12:20",10,2449
"Проблемы '40-летних детей'. Психотерапевт о потере работы, разводах и Лабковском","19 февраля 2019, 08:40",5,17085
Обзор рынков: Торговые переговоры или США против всех? ,"18 февраля 2019, 14:05",4,7722
"'Не рассказывайте мумии, что казахи были светловолосыми'. Глупые вопросы археологу","18 февраля 2019, 12:46",21,7035
"'Мы горбатимся, а кому-то дают жилье в Астане бесплатно'. Есть такое мнение","18 февраля 2019, 11:12",65,4712
"Беспощадный материнский гнев. Их успокаивали: 'Сабыр, сабыр'","15 февраля 2019, 20:18",143,4728
"'Нельзя, не зная, осуждать'. Многодетные матери за чертой бедности","15 февраля 2019, 14:14",42,5883
"'Буквально за день мать постарела'. История казахстанца, тайком ушедшего на войну","15 февраля 2019, 08:40",21,8910
Переведите на эту карту. Как казахстанцы вдруг стали жить без налички,"14 февраля 2019, 18:23",32,6682
Какие пособия платят многодетным в Казахстане и мире,"14 февраля 2019, 12:47",14,13119
Асхат Оралов: Год молодежи - год новых возможностей,"14 февраля 2019, 10:32",4,6172
Откровения частного детектива,"13 февраля 2019, 11:15",16,6543
"Казахстанцы за рубежом рассказали, что на родине спорт доступнее","13 февраля 2019, 10:30",5,6798
'Касымов получил важнейшее преимущество'. Что означают перестановки в МВД?,"12 февраля 2019, 19:24",3,3231
'Для врагов он был сродни черному дьяволу'. Памяти Кара майора,"12 февраля 2019, 15:09",33,14177
"5 школьников, которые стремятся сделать мир лучше с помощью науки","12 февраля 2019, 10:57",1,7195
'Убийца!' У казахстанцев появился враг,"11 февраля 2019, 17:55",28,5940
Обзор рынков: США и Китай снова в центре внимания,"11 февраля 2019, 12:18",,6812
Музыка улиц. Старая школа казахстанского рэпа. Спецпроект TheЭфир,"10 февраля 2019, 13:00",14,2476
"Рассказ проводницы. История о смелом пассажире, который заступился за Айжан","08 февраля 2019, 16:00",46,6313
"В Астане мороз, а как там семья, которая жила в неотапливаемом вагончике?","07 февраля 2019, 19:17",67,5382
"Как алматинцам выжить в городе, задыхающемся от смога","07 февраля 2019, 08:45",32,13250
Интернет-конференция с главой Комитета госдоходов РК,"06 февраля 2019, 16:45",214,633
Как избежать переохлаждения в морозы - советы от Минздрава,"06 февраля 2019, 13:22",1,4979
Почему россиянки запустили канал 'Москва қазақша' и что они хотят сказать Скриптониту,"06 февраля 2019, 10:06",25,1744
Домик за 7 миллионов долларов. Особенности поиска жилья в Швейцарии,"05 февраля 2019, 12:44",3,2714
О любителях парковаться на тротуаре. Рубрика 'Мой руль - мои правила',"05 февраля 2019, 10:27",13,3227
Как зарождался Алматы. 165 лет со дня основания Верного,"04 февраля 2019, 17:09",41,7847
"ФРС способствовала росту рынков, и цены на нефть обновили свой максимум с начала года","04 февраля 2019, 12:23",4,7981
Нет охраны и дороги для меня не перекрывают - аким Алматинской области,"04 февраля 2019, 07:40",49,18501
Квартира за миллион? Ищем варианты дешевого жилья,"01 февраля 2019, 12:02",3,11346
Два стакана чая. Как получить удовольствие от поездки в казахстанском поезде,"30 января 2019, 14:47",21,5831
'Перейдем на 'ты'?' Где граница между 'ты' и 'вы',"30 января 2019, 08:45",14,4604
Почему наша страна получила название 'Казахстан',"29 января 2019, 08:47",69,6398
'Основной критерий Года молодежи - поднять на новый уровень молодежную политику',"28 января 2019, 19:30",7,4848
